ENSG00000000003	X	99881802	99891802	-
ENSG00000000005	X	99839798	99849798	+
ENSG00000000419	20	49565086	49575086	-
ENSG00000000457	1	169853075	169863075	-
ENSG00000000460	1	169764549	169774549	+
ENSG00000000938	1	27951787	27961787	-
ENSG00000000971	1	196621007	196631007	+
ENSG00000001036	6	143822826	143832826	-
ENSG00000001084	6	53399926	53409926	-
ENSG00000001167	6	41040683	41050683	+
ENSG00000001460	1	24731586	24741586	-
ENSG00000001461	1	24742283	24752283	+
ENSG00000001497	X	64744635	64754635	-
ENSG00000001561	6	46097729	46107729	+
ENSG00000001617	3	50192561	50202561	+
ENSG00000001626	7	117120016	117130016	+
ENSG00000001629	7	91875547	91885547	+
ENSG00000001630	7	91753843	91763843	-
ENSG00000001631	7	91865413	91875413	-
ENSG00000002016	12	1048887	1058887	-
ENSG00000002330	11	64042110	64052110	-
ENSG00000002549	4	17578814	17588814	+
ENSG00000002586	X	2609219	2619219	+
ENSG00000002587	4	11421388	11431388	-
ENSG00000002726	7	150521714	150531714	+
ENSG00000002745	7	120969056	120979056	+
ENSG00000002746	7	43152197	43162197	+
ENSG00000002822	7	2262877	2272877	-
ENSG00000002834	17	37026111	37036111	+
ENSG00000002919	17	46184919	46194919	+
ENSG00000002933	7	150497490	150507490	+
ENSG00000003056	12	9092550	9102550	-
ENSG00000003096	X	117109242	117119242	-
ENSG00000003137	2	72365166	72375166	-
ENSG00000003147	7	8291910	8301910	-
ENSG00000003249	16	90066528	90076528	-
ENSG00000003393	2	202635911	202645911	-
ENSG00000003400	2	202047603	202057603	+
ENSG00000003402	2	201980826	201990826	+
ENSG00000003436	2	188409218	188419218	-
ENSG00000003509	2	37458808	37468808	+
ENSG00000003756	3	50126340	50136340	+
ENSG00000003987	8	17260835	17270835	-
ENSG00000003989	8	17396285	17406285	+
ENSG00000004059	7	127228398	127238398	+
ENSG00000004139	17	26698682	26708682	+
ENSG00000004142	17	26674472	26684472	-
ENSG00000004399	3	129315660	129325660	-
ENSG00000004455	1	33492592	33502592	-
ENSG00000004468	4	15779900	15789900	+
ENSG00000004478	12	2904118	2914118	+
ENSG00000004487	1	23345985	23355985	+
ENSG00000004534	3	49977465	49987465	+
ENSG00000004660	17	3786337	3796337	-
ENSG00000004700	12	21644526	21654526	-
ENSG00000004766	7	92861652	92871652	+
ENSG00000004776	19	36238979	36248979	-
ENSG00000004777	19	36266476	36276476	+
ENSG00000004779	16	23597611	23607611	-
ENSG00000004799	7	95215802	95225802	-
ENSG00000004809	6	110787843	110797843	-
ENSG00000004838	3	50374282	50384282	-
ENSG00000004846	7	20654829	20664829	+
ENSG00000004848	X	25024064	25034064	-
ENSG00000004864	7	95941458	95951458	-
