ENSG00000000003	X	99891803	99901803	-
ENSG00000000005	X	99829799	99839799	+
ENSG00000000419	20	49575087	49585087	-
ENSG00000000457	1	169863076	169873076	-
ENSG00000000460	1	169754550	169764550	+
ENSG00000000938	1	27961788	27971788	-
ENSG00000000971	1	196611008	196621008	+
ENSG00000001036	6	143832827	143842827	-
ENSG00000001084	6	53409927	53419927	-
ENSG00000001167	6	41030684	41040684	+
ENSG00000001460	1	24741587	24751587	-
ENSG00000001461	1	24732284	24742284	+
ENSG00000001497	X	64754636	64764636	-
ENSG00000001561	6	46087730	46097730	+
ENSG00000001617	3	50182562	50192562	+
ENSG00000001626	7	117110017	117120017	+
ENSG00000001629	7	91865548	91875548	+
ENSG00000001630	7	91763844	91773844	-
ENSG00000001631	7	91875414	91885414	-
ENSG00000002016	12	1058888	1068888	-
ENSG00000002330	11	64052111	64062111	-
ENSG00000002549	4	17568815	17578815	+
ENSG00000002586	X	2599220	2609220	+
ENSG00000002587	4	11431389	11441389	-
ENSG00000002726	7	150511715	150521715	+
ENSG00000002745	7	120959057	120969057	+
ENSG00000002746	7	43142198	43152198	+
ENSG00000002822	7	2272878	2282878	-
ENSG00000002834	17	37016112	37026112	+
ENSG00000002919	17	46174920	46184920	+
ENSG00000002933	7	150487491	150497491	+
ENSG00000003056	12	9102551	9112551	-
ENSG00000003096	X	117119243	117129243	-
ENSG00000003137	2	72375167	72385167	-
ENSG00000003147	7	8301911	8311911	-
ENSG00000003249	16	90076529	90086529	-
ENSG00000003393	2	202645912	202655912	-
ENSG00000003400	2	202037604	202047604	+
ENSG00000003402	2	201970827	201980827	+
ENSG00000003436	2	188419219	188429219	-
ENSG00000003509	2	37448809	37458809	+
ENSG00000003756	3	50116341	50126341	+
ENSG00000003987	8	17270836	17280836	-
ENSG00000003989	8	17386286	17396286	+
ENSG00000004059	7	127218399	127228399	+
ENSG00000004139	17	26688683	26698683	+
ENSG00000004142	17	26684473	26694473	-
ENSG00000004399	3	129325661	129335661	-
ENSG00000004455	1	33502593	33512593	-
ENSG00000004468	4	15769901	15779901	+
ENSG00000004478	12	2894119	2904119	+
ENSG00000004487	1	23335986	23345986	+
ENSG00000004534	3	49967466	49977466	+
ENSG00000004660	17	3796338	3806338	-
ENSG00000004700	12	21654527	21664527	-
ENSG00000004766	7	92851653	92861653	+
ENSG00000004776	19	36248980	36258980	-
ENSG00000004777	19	36256477	36266477	+
ENSG00000004779	16	23607612	23617612	-
ENSG00000004799	7	95225803	95235803	-
ENSG00000004809	6	110797844	110807844	-
ENSG00000004838	3	50384283	50394283	-
ENSG00000004846	7	20644830	20654830	+
ENSG00000004848	X	25034065	25044065	-
ENSG00000004864	7	95951459	95961459	-
ENSG00000004866	7	116583381	116593381	+
ENSG00000004897	17	45266542	45276542	-
ENSG00000004939	17	42345509	42355509	-
ENSG00000004948	7	93204042	93214042	-
ENSG00000004961	X	11119421	11129421	+
ENSG00000004975	17	7137864	7147864	-
ENSG00000005001	16	2908171	2918171	-
ENSG00000005007	19	18932747	18942747	+
ENSG00000005020	7	26904362	26914362	-
ENSG00000005022	X	118592363	118602363	+
ENSG00000005059	4	110471361	110481361	+
ENSG00000005073	7	27224835	27234835	-
ENSG00000005075	7	102119354	102129354	-
ENSG00000005100	17	5372380	5382380	-
ENSG00000005102	17	41739322	41749322	-
ENSG00000005108	7	11871824	11881824	-
ENSG00000005156	17	33297513	33307513	+
ENSG00000005175	12	48099844	48109844	-
ENSG00000005187	16	20765024	20775024	+
ENSG00000005189	16	20807821	20817821	+
ENSG00000005194	16	57481440	57491440	-
ENSG00000005238	9	35111571	35121571	-
ENSG00000005243	17	46115139	46125139	-
ENSG00000005249	7	106675094	106685094	+
ENSG00000005302	X	11766278	11776278	+
ENSG00000005339	16	3930727	3940727	-
ENSG00000005379	17	56405445	56415445	-
ENSG00000005381	17	56358296	56368296	-
ENSG00000005421	7	94954019	94964019	-
ENSG00000005436	2	75938115	75948115	-
ENSG00000005448	2	74638857	74648857	+
ENSG00000005469	7	86964997	86974997	+
ENSG00000005471	7	87105055	87115055	-
ENSG00000005483	7	104644626	104654626	+
ENSG00000005486	7	75498266	75508266	+
ENSG00000005513	16	1021808	1031808	+
ENSG00000005700	6	82957471	82967471	-
ENSG00000005801	11	3400397	3410397	-
ENSG00000005810	13	77900814	77910814	-
ENSG00000005812	13	77601285	77611285	-
ENSG00000005844	16	30473979	30483979	+
ENSG00000005882	17	48162639	48172639	+
ENSG00000005884	17	48123804	48133804	+
ENSG00000005889	X	24157862	24167862	+
ENSG00000005893	X	119603220	119613220	-
ENSG00000005955	17	34890737	34900737	+
ENSG00000005961	17	42466873	42476873	-
ENSG00000005981	7	95105213	95115213	+
ENSG00000006007	16	19533467	19543467	-
ENSG00000006015	19	18689535	18699535	+
ENSG00000006016	19	18717660	18727660	-
ENSG00000006025	17	45899136	45909136	-
ENSG00000006042	17	31244955	31254955	+
ENSG00000006047	17	7197883	7207883	-
ENSG00000006059	17	39507064	39517064	-
ENSG00000006071	11	17498392	17508392	-
ENSG00000006074	17	34381640	34391640	+
ENSG00000006075	17	34417487	34427487	-
ENSG00000006114	17	35969544	35979544	-
ENSG00000006116	16	24256874	24266874	+
ENSG00000006118	11	60681953	60691953	+
ENSG00000006125	17	33904341	33914341	+
ENSG00000006128	7	97351220	97361220	+
ENSG00000006194	16	3322943	3332943	+
ENSG00000006210	16	57396370	57406370	+
ENSG00000006282	17	48614450	48624450	+
ENSG00000006283	17	48628821	48638821	+
ENSG00000006327	16	3060313	3070313	+
ENSG00000006377	7	96624860	96634860	+
ENSG00000006432	14	71276251	71286251	-
ENSG00000006451	7	39653082	39663082	+
ENSG00000006453	7	98030380	98040380	-
ENSG00000006459	7	139876835	139886835	-
ENSG00000006468	7	14029571	14039571	-
ENSG00000006530	7	141240989	141250989	+
ENSG00000006534	11	67766048	67776048	+
ENSG00000006555	1	55266940	55276940	-
ENSG00000006576	7	77459447	77469447	+
ENSG00000006606	7	75419214	75429214	-
ENSG00000006607	2	242285658	242295658	+
ENSG00000006611	11	17565854	17575854	-
ENSG00000006625	7	30544460	30554460	-
ENSG00000006634	7	87495544	87505544	+
ENSG00000006638	19	3606658	3616658	-
ENSG00000006652	7	112080483	112090483	+
ENSG00000006659	19	40185121	40195121	+
ENSG00000006695	17	13962846	13972846	+
ENSG00000006704	7	73858300	73868300	+
ENSG00000006712	19	39881835	39891835	-
ENSG00000006715	7	38948829	38958829	-
ENSG00000006740	17	12682856	12692856	+
ENSG00000006744	17	12921504	12931504	-
ENSG00000006747	7	12600312	12610312	+
ENSG00000006756	X	2847392	2857392	-
ENSG00000006757	X	7895484	7905484	-
ENSG00000006788	17	10276447	10286447	-
ENSG00000006831	12	1790193	1800193	+
ENSG00000006837	5	133702765	133712765	-
ENSG00000007001	2	158723214	158733214	+
ENSG00000007038	16	2857228	2867228	+
ENSG00000007047	19	45744516	45754516	+
ENSG00000007062	4	16085324	16095324	-
ENSG00000007080	19	18035905	18045905	+
ENSG00000007129	19	42072601	42082601	+
ENSG00000007168	17	2487040	2497040	+
ENSG00000007171	17	26127525	26137525	-
ENSG00000007174	17	11491748	11501748	+
ENSG00000007202	17	26972149	26982149	-
ENSG00000007216	17	26790311	26800311	+
ENSG00000007237	17	10101868	10111868	-
ENSG00000007255	19	45681495	45691495	-
ENSG00000007264	19	3801810	3811810	-
ENSG00000007306	19	42192296	42202296	-
ENSG00000007312	17	62009696	62019696	-
ENSG00000007314	17	62050278	62060278	-
ENSG00000007341	1	113162040	113172040	-
ENSG00000007350	X	153514024	153524024	+
ENSG00000007372	11	31839509	31849509	-
ENSG00000007376	16	837981	847981	-
ENSG00000007384	16	122629	132629	-
ENSG00000007392	16	279449	289449	-
ENSG00000007402	3	50540854	50550854	-
ENSG00000007516	16	1374505	1384505	+
ENSG00000007520	16	1401912	1411912	-
ENSG00000007541	16	610018	620018	+
ENSG00000007545	16	1652326	1662326	+
ENSG00000007866	6	35464853	35474853	-
ENSG00000007908	1	169703203	169713203	-
ENSG00000007923	1	6761984	6771984	-
ENSG00000007933	1	171050018	171060018	+
ENSG00000007944	6	16119356	16129356	+
ENSG00000007952	X	100129334	100139334	-
ENSG00000007968	1	23857712	23867712	-
ENSG00000008018	6	170862429	170872429	-
ENSG00000008056	X	47479252	47489252	-
ENSG00000008083	6	15236527	15246527	+
ENSG00000008086	X	18450308	18460308	+
ENSG00000008118	1	209747062	209757062	+
ENSG00000008128	1	1655763	1665763	-
ENSG00000008130	1	1709909	1719909	-
ENSG00000008196	6	50776436	50786436	+
ENSG00000008197	6	50671541	50681541	+
ENSG00000008226	3	38070696	38080696	+
ENSG00000008256	7	6312275	6322275	-
ENSG00000008277	7	87553702	87563702	+
ENSG00000008282	7	105753022	105763022	-
ENSG00000008283	17	61523545	61533545	-
ENSG00000008294	17	49198226	49208226	-
ENSG00000008300	3	48700348	48710348	-
ENSG00000008311	7	121773876	121783876	-
ENSG00000008323	12	6410099	6420099	+
ENSG00000008324	3	42613332	42623332	+
ENSG00000008382	19	4333524	4343524	+
ENSG00000008394	12	16490712	16500712	+
ENSG00000008405	12	107487607	107497607	-
ENSG00000008438	19	46526323	46536323	-
ENSG00000008441	19	13096422	13106422	+
ENSG00000008513	8	134584183	134594183	-
ENSG00000008516	16	3086682	3096682	+
ENSG00000008517	16	3105385	3115385	+
ENSG00000008710	16	2185899	2195899	-
ENSG00000008735	22	51029131	51039131	+
ENSG00000008838	17	38210658	38220658	-
ENSG00000008853	8	22834930	22844930	+
ENSG00000008869	2	37311485	37321485	-
ENSG00000008952	3	169674553	169684553	+
ENSG00000008988	8	56987068	56997068	-
ENSG00000009307	1	115292811	115302811	-
ENSG00000009335	7	156921607	156931607	+
ENSG00000009413	6	111804915	111814915	-
ENSG00000009694	X	124097666	124107666	-
ENSG00000009709	1	18947500	18957500	+
ENSG00000009724	1	11107280	11117280	-
ENSG00000009765	6	150680028	150690028	+
ENSG00000009780	1	28042568	28052568	+
ENSG00000009790	1	209921843	209931843	+
ENSG00000009830	14	77787227	77797227	-
ENSG00000009844	6	142458367	142468367	+
ENSG00000009950	7	73038870	73048870	-
ENSG00000009954	7	72936602	72946602	-
ENSG00000010017	6	13711796	13721796	-
ENSG00000010030	6	36355560	36365560	-
ENSG00000010072	1	231463794	231473794	+
ENSG00000010165	1	171740842	171750842	+
ENSG00000010219	12	4689244	4699244	+
ENSG00000010244	17	30667136	30677136	+
ENSG00000010256	3	48647470	48657470	-
ENSG00000010270	7	38207824	38217824	+
ENSG00000010278	12	6298881	6308881	+
ENSG00000010282	3	42744319	42754319	-
ENSG00000010292	12	6592545	6602545	+
ENSG00000010295	12	6665239	6675239	-
ENSG00000010310	19	46161502	46171502	+
ENSG00000010318	3	52434673	52444673	+
ENSG00000010319	3	52479043	52489043	-
ENSG00000010322	3	52479524	52489524	+
ENSG00000010327	3	52519354	52529354	+
ENSG00000010361	19	50316527	50326527	-
ENSG00000010379	12	372002	382002	-
ENSG00000010404	X	148586877	148596877	-
ENSG00000010438	9	33740515	33750515	+
ENSG00000010539	16	3285167	3295167	-
ENSG00000010610	12	6888638	6898638	+
ENSG00000010626	12	7003897	7013897	+
ENSG00000010671	X	100641183	100651183	-
ENSG00000010704	6	26077547	26087547	+
ENSG00000010803	1	41627104	41637104	-
ENSG00000010810	6	112194655	112204655	-
ENSG00000010818	6	143266338	143276338	-
ENSG00000010932	1	171217096	171227096	+
ENSG00000011007	1	24059645	24069645	+
ENSG00000011009	1	24107460	24117460	+
ENSG00000011021	1	11856268	11866268	+
ENSG00000011028	17	60694762	60704762	+
ENSG00000011052	17	49220951	49230951	+
ENSG00000011083	5	149559520	149569520	+
ENSG00000011105	12	3176543	3186543	+
ENSG00000011114	14	93799367	93809367	-
ENSG00000011132	19	3761697	3771697	-
ENSG00000011143	17	56296666	56306666	-
ENSG00000011198	3	43722362	43732362	+
ENSG00000011201	X	8700227	8710227	-
ENSG00000011243	19	15529865	15539865	-
ENSG00000011258	17	49337427	49347427	-
ENSG00000011260	17	49327889	49337889	+
ENSG00000011275	7	5821370	5831370	-
ENSG00000011295	17	15892694	15902694	+
ENSG00000011304	19	787075	797075	+
ENSG00000011332	19	38714890	38724890	-
ENSG00000011347	11	61348298	61358298	-
ENSG00000011376	3	45420053	45430053	+
ENSG00000011405	11	17191288	17201288	-
ENSG00000011422	19	44174502	44184502	-
ENSG00000011426	7	36419415	36429415	+
ENSG00000011451	19	15560762	15570762	-
ENSG00000011454	9	125693288	125703288	+
ENSG00000011465	12	91576900	91586900	-
ENSG00000011478	19	46185741	46195741	+
ENSG00000011485	19	46840251	46850251	+
ENSG00000011523	2	65273506	65283506	+
ENSG00000011566	2	39664453	39674453	-
ENSG00000011590	19	36185429	36195429	+
ENSG00000011600	19	36399197	36409197	-
ENSG00000011638	16	21159698	21169698	+
ENSG00000011677	X	151619830	151629830	-
ENSG00000012048	17	41277500	41287500	-
ENSG00000012061	19	45926824	45936824	-
ENSG00000012124	19	35810090	35820090	+
ENSG00000012174	X	21847754	21857754	+
ENSG00000012211	X	49042845	49052845	-
ENSG00000012223	3	46506653	46516653	-
ENSG00000012232	8	28548844	28558844	+
ENSG00000012504	12	100887138	100897138	+
ENSG00000012660	6	53213748	53223748	-
ENSG00000012779	10	45859675	45869675	+
ENSG00000012817	Y	21906809	21916809	-
ENSG00000012822	12	54121224	54131224	-
ENSG00000012963	14	93663401	93673401	+
ENSG00000012983	14	50999327	51009327	-
ENSG00000013016	2	31447203	31457203	+
ENSG00000013275	19	40466912	40476912	+
ENSG00000013288	4	6566902	6576902	+
ENSG00000013293	3	170303863	170313863	-
ENSG00000013297	3	170126653	170136653	+
ENSG00000013306	17	42402183	42412183	-
ENSG00000013364	16	29821729	29831729	+
ENSG00000013374	7	151028797	151038797	+
ENSG00000013375	6	83903633	83913633	-
ENSG00000013392	6	83893098	83903098	+
ENSG00000013441	2	201729284	201739284	-
ENSG00000013503	12	106741436	106751436	+
ENSG00000013523	14	77279283	77289283	-
ENSG00000013561	5	141338604	141348604	+
ENSG00000013563	X	153640427	153650427	-
ENSG00000013573	12	31216779	31226779	+
ENSG00000013583	12	13153207	13163207	-
ENSG00000013588	12	13033716	13043716	+
ENSG00000013619	X	149521686	149531686	+
ENSG00000013725	11	60729152	60739152	+
ENSG00000013810	4	1713266	1723266	+
ENSG00000014123	6	96959684	96969684	+
ENSG00000014138	11	65019233	65029233	+
ENSG00000014164	8	144623623	144633623	-
ENSG00000014216	11	64939933	64949933	+
ENSG00000014257	3	132026251	132036251	+
ENSG00000014641	2	63806367	63816367	+
ENSG00000014824	4	41982489	41992489	+
ENSG00000014914	1	149908791	149918791	-
ENSG00000014919	10	101491857	101501857	-
ENSG00000015133	14	91884121	91894121	-
ENSG00000015153	12	42632038	42642038	-
ENSG00000015171	10	170424	180424	+
ENSG00000015285	X	48532168	48542168	+
ENSG00000015413	16	89677000	89687000	+
ENSG00000015475	22	18256782	18266782	-
ENSG00000015479	5	138619337	138629337	+
ENSG00000015520	7	44580914	44590914	-
ENSG00000015532	17	48413453	48423453	+
ENSG00000015568	2	110541885	110551885	+
ENSG00000015592	8	27115903	27125903	-
ENSG00000015676	7	44530479	44540479	-
ENSG00000016082	5	50668921	50678921	+
ENSG00000016391	3	53880417	53890417	-
ENSG00000016402	6	137366101	137376101	-
ENSG00000016490	1	86924051	86934051	+
ENSG00000016602	1	87002761	87012761	+
ENSG00000016864	3	52740048	52750048	-
ENSG00000017260	3	130559450	130569450	+
ENSG00000017373	17	36762183	36772183	-
ENSG00000017427	12	102874341	102884341	-
ENSG00000017483	X	48328565	48338565	-
ENSG00000017621	X	49009228	49019228	+
ENSG00000017797	18	9465007	9475007	+
ENSG00000018189	4	71577712	71587712	+
ENSG00000018236	12	41076354	41086354	+
ENSG00000018280	2	219236752	219246752	+
ENSG00000018408	3	149421060	149431060	-
ENSG00000018510	2	178247372	178257372	+
ENSG00000018610	X	118699397	118709397	-
ENSG00000018625	1	160075563	160085563	+
ENSG00000018699	2	32843129	32853129	+
ENSG00000018869	19	56904889	56914889	-
ENSG00000019102	11	124622134	124632134	-
ENSG00000019144	11	118467155	118477155	+
ENSG00000019169	2	119689742	119699742	+
ENSG00000019186	20	52790512	52800512	-
ENSG00000019485	11	45158894	45168894	+
ENSG00000019505	11	45307870	45317870	-
ENSG00000019549	8	49834299	49844299	-
ENSG00000019582	5	149792314	149802314	-
ENSG00000019991	7	81399514	81409514	-
ENSG00000019995	10	126620692	126630692	+
